placement,lat,lng,altitude,speed,rpm,payload,accelleration,odometer,fuelRate,totalFuel,accelerator,brakePressure,brakeSwitch,parkingSwitch,gear,distanceTraveled,fuelConsumed,travelTime,emission,speedLimit,timestamp,brake,fuelConsumed_noRound
"{'x': 25475.808349609375, 'y': 189.592529296875, 'z': -305.4375, 'heading': 0.1791778802871704, 'pitch': 0.008705569431185722, 'roll': 0.0020965265575796366}",49.20447439256255,7.950323493800216,189.6,37.2,1289,24.514,"{'x': 0.00253751129, 'y': 0.00696472824, 'z': -0.267097741}",67.69198,63.0,941.2557,100,859,0.0,0,8,107.29,0.178,21,0.476,60,41121,0,0.17809999999997217
"{'x': 25464.426544189453, 'y': 190.30975341796875, 'z': -309.32708740234375, 'heading': 0.20745892822742462, 'pitch': 0.010961998254060745, 'roll': -0.0008484612335450947}",49.20450933316085,7.95016701248079,190.3,38.0,1317,24.514,"{'x': 0.00644351, 'y': -0.04041276, 'z': -0.129448429}",67.704,63.72,941.238,100,862,0.0,0,8,117.85,0.196,22,0.523,60,41122,0,0.1957999999999629
"{'x': 25452.51254272461, 'y': 191.21690368652344, 'z': -310.7962951660156, 'heading': 0.2419453114271164, 'pitch': 0.013666335493326187, 'roll': -0.0023840395733714104}",49.20452253121837,7.9500032143310175,191.2,38.2,1323,24.514,"{'x': -0.0105194561, 'y': -0.121315293, 'z': 0.0607885867}",67.71601,63.72,941.2203,100,865,0.0,0,8,128.46,0.214,23,0.57,60,41123,0,0.2135000000000673
"{'x': 25441.81805419922, 'y': 192.01626586914062, 'z': -309.898193359375, 'heading': 0.27152693271636963, 'pitch': 0.010847478173673153, 'roll': -0.0012148249661549926}",49.20451446346948,7.949856182501419,192.0,37.9,1315,24.514,"{'x': -0.036821574, 'y': 0.03630887, 'z': 0.04238574}",67.72675,56.52,941.2046,100,868,0.0,0,8,138.99,0.229,24,0.612,60,41124,0,0.22919999999999163
"{'x': 25431.55142211914, 'y': 192.63865661621094, 'z': -307.41839599609375, 'heading': 0.29370954632759094, 'pitch': 0.008961435407400131, 'roll': -0.0006218128255568445}",49.20449218717265,7.949715033002312,192.6,38.2,1323,24.514,"{'x': 0.0766833052, 'y': 0.0115342811, 'z': -0.135353863}",67.73731,55.8,941.1891,100,871,0.0,0,8,149.6,0.245,25,0.653,60,41125,0,0.24469999999996617
"{'x': 25419.98797607422, 'y': 193.2462921142578, 'z': -303.1372985839844, 'heading': 0.31142356991767883, 'pitch': 0.007836048491299152, 'roll': -0.0003063719195779413}",49.20445372959618,7.949556054419613,193.2,39.0,1351,24.514,"{'x': -0.7211957, 'y': 0.0329595469, 'z': -0.227019012}",67.74962,65.16,941.171,100,874,0.0,0,8,160.43,0.263,26,0.702,60,41126,0,0.26279999999997017
"{'x': 25408.478057861328, 'y': 193.8225860595703, 'z': -297.89593505859375, 'heading': 0.31826290488243103, 'pitch': 0.007103434298187494, 'roll': 0.00033407213049940765}",49.204406645841914,7.949397811757576,193.8,39.9,1385,24.514,"{'x': 0.0824178159, 'y': -0.361681849, 'z': -0.089512676}",67.76224,66.6,941.1525,100,877,0.0,0,8,171.51,0.281,27,0.751,60,41127,0,0.28129999999998745
"{'x': 25396.487670898438, 'y': 193.74609375, 'z': -292.982421875, 'heading': 0.3072602152824402, 'pitch': -0.005969091784209013, 'roll': 0.0002813278988469392}",49.2043625072039,7.949232963431397,193.7,41.3,1087,24.514,"{'x': -0.0214918554, 'y': 0.00285177235, 'z': -0.363861531}",67.7752,23.04,941.1461,12,880,0.0,0,9,182.98,0.288,28,0.768,60,41128,0,0.28769999999997253
"{'x': 25383.61343383789, 'y': 193.03375244140625, 'z': -288.8150634765625, 'heading': 0.29628124833106995, 'pitch': -0.008423899300396442, 'roll': -0.0010343182366341352}",49.20432507135771,7.9490559636033815,193.0,43.9,1166,24.514,"{'x': 0.0184219256, 'y': -0.02695644, 'z': -0.850913}",67.7887344,38.88,941.1353,100,883,0.0,0,9,195.17,0.298,29,0.797,60,41129,0,0.29849999999999
"{'x': 25369.20327758789, 'y': 192.4868621826172, 'z': -285.1686096191406, 'heading': 0.28579258918762207, 'pitch': -0.003666103817522526, 'roll': -0.0002925218141172081}",49.204292314855216,7.9488578473836835,192.5,47.5,1263,24.514,"{'x': -0.008415759, 'y': 0.1647807, 'z': -0.7942282}",67.80357,60.48,941.1185,100,885,0.0,0,9,208.36,0.315,30,0.842,60,41130,0,0.31529999999997926
"{'x': 25353.519561767578, 'y': 192.0796356201172, 'z': -282.294677734375, 'heading': 0.27452582120895386, 'pitch': -0.0035952976904809475, 'roll': -0.0002990863868035376}",49.20426649800393,7.94864222179051,192.1,50.7,1345,24.514,"{'x': -0.002432921, 'y': -0.0503929071, 'z': -0.7268828}",67.8194962,64.8,941.1005,100,889,0.0,0,9,222.44,0.333,31,0.89,60,41131,0,0.33330000000000837
"{'x': 25339.16976928711, 'y': 191.71446228027344, 'z': -280.6921691894531, 'heading': 0.26390281319618225, 'pitch': -0.004050984978675842, 'roll': 8.742641512071714e-05}",49.20425210249059,7.948444935474502,191.7,52.9,1076,24.514,"{'x': 0.0764978, 'y': 0.120200083, 'z': -0.498884767}",67.8339157,20.52,941.0948,12,891,0.0,0,9,237.13,0.339,32,0.905,60,41132,0,0.3390000000000555
"{'x': 25324.266174316406, 'y': 191.3768768310547, 'z': -280.2098388671875, 'heading': 0.24979892373085022, 'pitch': -0.0010315482504665852, 'roll': 0.0009427937329746783}",49.204247769663404,7.948240035274651,191.4,54.3,1118,24.514,"{'x': 0.106067106, 'y': -0.1471833, 'z': -0.292310685}",67.84882,30.24,941.0864,100,893,0.0,0,10,252.21,0.347,33,0.928,60,41133,0,0.34739999999999327
"{'x': 25306.773834228516, 'y': 191.49176025390625, 'z': -281.9244689941406, 'heading': 0.2247314602136612, 'pitch': 0.0018812617054209113, 'roll': 0.0018029422499239445}",49.204263172377445,7.947999544038348,191.5,55.6,1143,24.514,"{'x': -0.06238892, 'y': -0.237666681, 'z': -0.214562073}",67.866394,56.16,941.0708,100,896,0.0,0,10,267.65,0.363,34,0.969,60,41134,0,0.3630000000000564
"{'x': 25289.388381958008, 'y': 191.6744384765625, 'z': -286.2627258300781, 'heading': 0.203914076089859, 'pitch': 0.0005464910063892603, 'roll': 0.0013442570343613625}",49.204302143423405,7.947760522335751,191.7,56.6,1165,24.514,"{'x': 0.008490469, 'y': 0.302185535, 'z': -0.429450572}",67.8843,57.24,941.0549,100,899,0.0,0,10,283.37,0.379,35,1.012,60,41135,0,0.3789000000000442
"{'x': 25272.253677368164, 'y': 191.91236877441406, 'z': -292.7379455566406, 'heading': 0.18570657074451447, 'pitch': 0.0036950942594558, 'roll': 0.0012341771507635713}",49.20436031104581,7.947524948006086,191.9,57.8,1190,24.514,"{'x': -0.158833027, 'y': 0.0247648116, 'z': -0.226029441}",67.9025955,57.6,941.0389,100,901,0.0,0,10,299.43,0.395,36,1.054,60,41136,0,0.3949000000000069
"{'x': 25255.210357666016, 'y': 192.42539978027344, 'z': -300.86248779296875, 'heading': 0.17448320984840393, 'pitch': 0.005481150466948748, 'roll': 0.0010265774326398969}",49.20443329471664,7.947290630070047,192.4,58.5,1203,24.514,"{'x': -0.06930332, 'y': -0.2394717, 'z': -0.0969692543}",67.92146,59.76,941.0223,100,904,0.0,0,10,315.68,0.412,37,1.099,60,41137,0,0.4115000000000464
"{'x': 25238.786026000977, 'y': 193.00186157226562, 'z': -309.9338073730469, 'heading': 0.16590183973312378, 'pitch': 0.00509251281619072, 'roll': 0.0005165520124137402}",49.204514783394146,7.947064822213139,193.0,58.9,1212,24.514,"{'x': -0.0608220175, 'y': 0.0243638344, 'z': -0.135091051}",67.9402161,59.76,941.0057,100,907,0.0,0,10,332.04,0.428,38,1.143,0,41138,0,0.42809999999997217
"{'x': 25222.757553100586, 'y': 193.59152221679688, 'z': -319.96820068359375, 'heading': 0.15908722579479218, 'pitch': 0.005105300806462765, 'roll': -0.0002716138551477343}",49.2046049234706,7.946844456770637,193.6,59.4,1221,24.514,"{'x': -0.08823037, 'y': 0.0544617474, 'z': -0.08804253}",67.9591141,59.76,940.9891,100,910,0.0,0,10,348.54,0.445,39,1.187,0,41139,0,0.44470000000001164
"{'x': 25206.489379882812, 'y': 194.1710662841797, 'z': -330.41815185546875, 'heading': 0.15919560194015503, 'pitch': 0.005120858084410429, 'roll': -4.667295797844417e-06}",49.204698796549756,7.946620795838488,194.2,59.9,1231,24.514,"{'x': 0.00252292259, 'y': -0.0679699853, 'z': -0.07816592}",67.97843,60.84,940.9722,100,913,0.0,0,10,365.18,0.462,40,1.232,60,41140,0,0.4615999999999758
"{'x': 25192.431632995605, 'y': 194.6582489013672, 'z': -339.4305419921875, 'heading': 0.15928326547145844, 'pitch': 0.005056275054812431, 'roll': -0.0007041165954433382}",49.20477975585749,7.946427524674564,194.7,60.3,1239,24.514,"{'x': 0.0311821476, 'y': -0.0735434741, 'z': -0.115692571}",67.99512,52.92,940.9575,100,916,0.0,0,10,381.93,0.476,41,1.272,60,41141,0,0.47630000000003747
"{'x': 25176.147430419922, 'y': 195.25799560546875, 'z': -349.8888244628906, 'heading': 0.1584560126066208, 'pitch': 0.00522961001843214, 'roll': -0.0006080385646782815}",49.204873703777636,7.946203643364805,195.3,60.7,1249,24.514,"{'x': 0.27235046, 'y': -0.102983579, 'z': -0.0302818436}",68.01446,60.84,940.9406,100,919,0.0,0,10,398.79,0.493,42,1.317,60,41142,0,0.49320000000000164
"{'x': 25160.216789245605, 'y': 195.9191131591797, 'z': -361.0944519042969, 'heading': 0.1478285789489746, 'pitch': 0.005464530549943447, 'roll': 0.0005576849216595292}",49.204974365181165,7.945984622949477,195.9,61.1,1255,24.514,"{'x': 0.163886964, 'y': -0.03529106, 'z': -0.06327649}",68.03393,61.2,940.9236,100,922,0.0,0,10,415.76,0.51,43,1.362,60,41143,0,0.5102000000000544
"{'x': 25145.389400482178, 'y': 196.4490509033203, 'z': -373.8759460449219, 'heading': 0.1292736828327179, 'pitch': 0.004004312213510275, 'roll': 0.0008529767510481179}",49.20508918277136,7.945780770461076,196.4,61.5,1265,24.514,"{'x': -0.0134335263, 'y': -0.0433425568, 'z': -0.129597679}",68.0535,61.92,940.9064,100,925,0.0,0,10,432.84,0.527,44,1.408,60,41144,0,0.5274000000000569
"{'x': 25131.74741744995, 'y': 196.88282775878906, 'z': -388.5945129394531, 'heading': 0.11275305598974228, 'pitch': 0.00340871955268085, 'roll': 0.0007417964516207576}",49.20522140130257,7.94559321537419,196.9,62.3,1279,24.514,"{'x': -0.0109205637, 'y': 0.006188398, 'z': -0.171381712}",68.073555,61.56,940.8893,99,928,0.0,0,10,450.15,0.544,45,1.454,60,41145,0,0.5444999999999709
"{'x': 25119.54719543457, 'y': 197.3525848388672, 'z': -404.4639587402344, 'heading': 0.10056747496128082, 'pitch': 0.004382970277220011, 'roll': -0.00015849832561798394}",49.205363958307615,7.945425482157199,197.4,62.9,1293,24.514,"{'x': -0.260666639, 'y': 0.01015553, 'z': -0.158872813}",68.09356,62.64,940.8719,100,931,0.0,0,10,467.62,0.562,46,1.5,60,41146,0,0.5619000000000369
"{'x': 25107.79965019226, 'y': 197.93612670898438, 'z': -421.26025390625, 'heading': 0.09463297575712204, 'pitch': 0.004800180904567242, 'roll': 7.327274943236262e-05}",49.20551484130407,7.945263972509853,197.9,63.4,1303,24.514,"{'x': -0.0028221535, 'y': -0.08637272, 'z': -0.09616811}",68.1140442,64.44,940.854,100,934,0.0,0,10,485.23,0.58,47,1.548,60,41147,0,0.5797999999999774
"{'x': 25097.991528511047, 'y': 198.48135375976562, 'z': -436.3346862792969, 'heading': 0.08991120010614395, 'pitch': 0.005060752388089895, 'roll': 0.00030136312125250697}",49.205650256614646,7.945129126783263,198.5,63.8,1311,24.514,"{'x': -0.004200787, 'y': 0.037176922, 'z': -0.149888843}",68.13201,56.16,940.8384,100,937,0.0,0,10,502.95,0.595,48,1.59,60,41148,0,0.5954000000000406
"{'x': 25087.454010009766, 'y': 199.17404174804688, 'z': -453.87628173828125, 'heading': 0.08343799412250519, 'pitch': 0.006197523791342974, 'roll': 0.00010378092702012509}",49.205807834726926,7.944984253036285,199.2,64.2,1318,24.514,"{'x': 0.00765862176, 'y': 0.0339904167, 'z': -0.057142213}",68.1524658,64.08,940.8206,100,940,0.0,0,10,520.78,0.613,49,1.637,60,41149,0,0.6132000000000062
"{'x': 25077.59783935547, 'y': 200.0791015625, 'z': -471.8677673339844, 'heading': 0.07795188575983047, 'pitch': 0.007864545099437237, 'roll': 8.393543248530477e-05}",49.20596945425258,7.944848746714435,200.1,64.2,1317,24.514,"{'x': -0.0114787966, 'y': 0.126183942, 'z': 0.0311982837}",68.17297,64.44,940.8027,100,943,0.0,0,10,538.61,0.631,50,1.685,60,41150,0,0.6311000000000604
"{'x': 25068.312438964844, 'y': 201.00799560546875, 'z': -490.0788879394531, 'heading': 0.07227502763271332, 'pitch': 0.006586465053260326, 'roll': 0.00019151090236846358}",49.20613304678407,7.944721087555724,201.0,63.9,1312,24.514,"{'x': 0.002308387, 'y': 0.0110210143, 'z': 0.019341737}",68.19342,64.08,940.7849,100,946,0.0,0,10,556.36,0.649,51,1.733,60,41151,0,0.648900000000026
"{'x': 25059.595184326172, 'y': 201.72360229492188, 'z': -508.87969970703125, 'heading': 0.06760638952255249, 'pitch': 0.005442256573587656, 'roll': -0.000174207758391276}",49.20630193657717,7.944601239477383,201.7,64.0,1315,24.514,"{'x': 0.007242169, 'y': -0.07363383, 'z': -0.0440267362}",68.2141342,64.8,940.7669,100,949,0.0,0,10,574.14,0.667,52,1.781,60,41152,0,0.6669000000000551
"{'x': 25051.25469970703, 'y': 202.29544067382812, 'z': -527.6401386260986, 'heading': 0.06638948619365692, 'pitch': 0.004324230365455151, 'roll': 4.06016806664411e-06}",49.206470463696455,7.94448657137424,202.3,64.4,1317,24.514,"{'x': -0.05947076, 'y': 0.06058524, 'z': -0.07572816}",68.23466,56.16,940.7513,61,952,0.0,0,10,592.03,0.683,53,1.822,60,41153,0,0.6825000000000045
"{'x': 25042.952087402344, 'y': 202.82342529296875, 'z': -546.4850387573242, 'heading': 0.06566819548606873, 'pitch': 0.004109307192265987, 'roll': 8.913396595744416e-05}",49.20663974954025,7.944372423953845,202.8,64.4,1315,24.514,"{'x': -0.00175978988, 'y': -0.008428419, 'z': 0.0478615165}",68.25524,35.28,940.7415,51,955,0.0,0,10,609.92,0.692,54,1.848,60,41154,0,0.6923000000000457
"{'x': 25035.747314453125, 'y': 203.28875732421875, 'z': -563.120922088623, 'heading': 0.06469590216875076, 'pitch': 0.00401880731806159, 'roll': 0.00025260314578190446}",49.20678919153927,7.944273370039667,203.3,64.0,1302,24.514,"{'x': -0.0499474965, 'y': 0.133395717, 'z': 0.122411363}",68.27337,21.96,940.7354,25,958,0.0,0,10,627.7,0.698,55,1.865,60,41155,0,0.6983999999999924
"{'x': 25027.7333984375, 'y': 203.796875, 'z': -581.7484970092773, 'heading': 0.06471078842878342, 'pitch': 0.0040952293202281, 'roll': -6.993354327278212e-05}",49.206956525126415,7.94416319172387,203.8,63.0,1277,24.514,"{'x': -0.0238840077, 'y': -0.0335340872, 'z': 0.328367472}",68.2936554,8.64,940.733,0,961,0.0,0,10,645.2,0.701,56,1.871,60,41156,0,0.700800000000072
"{'x': 25019.99151611328, 'y': 204.29922485351562, 'z': -600.0351486206055, 'heading': 0.06204769387841225, 'pitch': 0.003960940521210432, 'roll': 8.564297604607418e-05}",49.20712079616137,7.944056753429045,204.3,61.5,1249,24.514,"{'x': 0.0269965976, 'y': -0.0653643757, 'z': 0.383701861}",68.31352,1.8,940.7325,12,964,0.0,0,10,662.28,0.701,57,1.872,60,41157,0,0.7013000000000602
"{'x': 25012.978759765625, 'y': 204.76792907714844, 'z': -618.0994491577148, 'heading': 0.0572664774954319, 'pitch': 0.003574655158445239, 'roll': 0.00020168030459899455}",49.20728306979178,7.943960339430949,204.8,60.0,1221,24.514,"{'x': 0.0182631556, 'y': 0.0334640332, 'z': 0.309289336}",68.33292,11.16,940.7294,21,967,0.0,0,10,678.95,0.704,58,1.881,60,41158,0,0.7043999999999642
"{'x': 25006.701171875, 'y': 205.19139099121094, 'z': -636.0084762573242, 'heading': 0.0506637804210186, 'pitch': 0.0034881015308201313, 'roll': 0.00031786938779987395}",49.207443948583546,7.943874032803864,205.2,58.9,1200,24.514,"{'x': -0.03997227, 'y': -0.0559155, 'z': 0.209687427}",68.3519058,15.84,940.725,26,970,0.0,0,10,695.31,0.709,59,1.892,60,41159,0,0.7087999999999965
"{'x': 25001.363372802734, 'y': 205.5856475830078, 'z': -654.1668853759766, 'heading': 0.042161133140325546, 'pitch': 0.003140634624287486, 'roll': 0.00018418743275105953}",49.20760706760186,7.943800646745076,205.6,58.0,1182,24.514,"{'x': 0.05166705, 'y': -0.108673654, 'z': 0.201779142}",68.3708344,18.0,940.72,29,973,0.0,0,10,711.42,0.714,60,1.906,60,41160,0,0.713799999999992
"{'x': 24997.284118652344, 'y': 205.8988494873047, 'z': -671.8401641845703, 'heading': 0.031358134001493454, 'pitch': 0.002494992222636938, 'roll': 0.0005971103091724217}",49.20776582864038,7.94374456363276,205.9,57.3,1168,24.514,"{'x': -0.01832589, 'y': -0.0158120319, 'z': 0.126920417}",68.38898,18.36,940.7149,30,976,0.0,0,10,727.34,0.719,61,1.919,60,41161,0,0.718900000000076
"{'x': 24994.843963623047, 'y': 206.15101623535156, 'z': -690.1539916992188, 'heading': 0.014125533401966095, 'pitch': 0.0015833136858418584, 'roll': 0.0006909874500706792}",49.20793034379952,7.9437110154684305,206.2,56.8,1158,24.514,"{'x': -0.0420706123, 'y': 0.07752343, 'z': 0.0517697334}",68.40746,19.08,940.7096,31,978,0.0,0,10,743.12,0.724,62,1.934,60,41162,0,0.7241999999999962
"{'x': 24994.382904052734, 'y': 206.2773895263672, 'z': -705.8799591064453, 'heading': 0.9993354678153992, 'pitch': 0.0010716186370700598, 'roll': 0.0006772511987946928}",49.208071611922115,7.943704676648952,206.3,56.5,1152,24.514,"{'x': -0.028661, 'y': -0.06921938, 'z': 0.07009818}",68.4232,16.56,940.705,31,981,0.0,0,10,758.81,0.729,63,1.946,60,41163,0,0.7287999999999784
"{'x': 24995.292114257812, 'y': 206.33218383789062, 'z': -721.5316009521484, 'heading': 0.9856581687927246, 'pitch': 0.00013026688247919083, 'roll': 0.0006747088045813143}",49.20821221236988,7.943717176811033,206.3,56.4,1150,24.514,"{'x': -0.03401051, 'y': -0.00344970217, 'z': -0.01221103}",68.43888,17.28,940.7002,32,983,0.0,0,10,774.48,0.734,64,1.959,60,41164,0,0.733600000000024
"{'x': 24997.80712890625, 'y': 206.38294982910156, 'z': -739.6547698974609, 'heading': 0.9753387570381165, 'pitch': 0.0009483337635174394, 'roll': 0.0001669222256168723}",49.20837501482178,7.943751754173415,206.4,56.5,1151,24.514,"{'x': -0.03633686, 'y': -0.039879784, 'z': -0.03074549}",68.45718,20.16,940.6946,33,986,0.0,0,10,790.17,0.739,65,1.974,60,41165,0,0.7391999999999825
