placement,lat,lng,altitude,speed,rpm,payload,accelleration,odometer,fuelRate,totalFuel,accelerator,brakePressure,brakeSwitch,parkingSwitch,gear,distanceTraveled,fuelConsumed,travelTime,emission,speedLimit,timestamp,brake,fuelConsumed_noRound,instFuel
"{'x': 25464.426544189453, 'y': 190.30975341796875, 'z': -309.32708740234375, 'heading': 0.20745892822742462, 'pitch': 0.010961998254060745, 'roll': -0.0008484612335450947}",49.20450933316085,7.95016701248079,190.3,38.0,1317.0,24.514,"{'x': 0.00644351, 'y': -0.04041276, 'z': -0.129448429}",67.69394111111112,734.8,941.238,100.0,100.0,1,0,8,0.11786111111111097,0.196,22,1910.48,60,41122,0,0.1957999999999629,734.8
"{'x': 25452.51254272461, 'y': 191.21690368652344, 'z': -310.7962951660156, 'heading': 0.2419453114271164, 'pitch': 0.013666335493326187, 'roll': -0.0023840395733714104}",49.20452253121837,7.9500032143310175,191.2,38.2,1323.0,24.514,"{'x': -0.0105194561, 'y': -0.121315293, 'z': 0.0607885867}",67.70455222222223,736.3199999999999,941.2203,100.0,100.0,1,0,8,0.12847222222222854,0.214,23,1914.4319999999998,60,41123,0,0.2135000000000673,736.3199999999999
"{'x': 25441.81805419922, 'y': 192.01626586914062, 'z': -309.898193359375, 'heading': 0.27152693271636963, 'pitch': 0.010847478173673153, 'roll': -0.0012148249661549926}",49.20451446346948,7.949856182501419,192.0,37.9,1315.0,24.514,"{'x': -0.036821574, 'y': 0.03630887, 'z': 0.04238574}",67.71508,737.79,941.2046,100.0,100.0,1,0,8,0.1389999999999958,0.229,24,1918.254,60,41124,0,0.2291999999999916,737.79
"{'x': 25431.55142211914, 'y': 192.63865661621094, 'z': -307.41839599609375, 'heading': 0.29370954632759094, 'pitch': 0.008961435407400131, 'roll': -0.0006218128255568445}",49.20449218717265,7.949715033002312,192.6,38.2,1323.0,24.514,"{'x': 0.0766833052, 'y': 0.0115342811, 'z': -0.135353863}",67.72569111111112,739.3199999999999,941.1891,100.0,100.0,1,0,8,0.14961111111111336,0.245,25,1922.232,60,41125,0,0.2446999999999661,739.3199999999999
"{'x': 25419.98797607422, 'y': 193.2462921142578, 'z': -303.1372985839844, 'heading': 0.31142356991767883, 'pitch': 0.007836048491299152, 'roll': -0.0003063719195779413}",49.20445372959618,7.949556054419613,193.2,39.0,1351.0,24.514,"{'x': -0.7211957, 'y': 0.0329595469, 'z': -0.227019012}",67.73652444444446,740.9,941.171,100.0,100.0,1,0,8,0.16044444444445105,0.263,26,1926.34,60,41126,0,0.2627999999999701,740.9
"{'x': 25408.478057861328, 'y': 193.8225860595703, 'z': -297.89593505859375, 'heading': 0.31826290488243103, 'pitch': 0.007103434298187494, 'roll': 0.00033407213049940765}",49.20440664584192,7.949397811757576,193.8,39.9,1385.0,24.514,"{'x': 0.0824178159, 'y': -0.361681849, 'z': -0.089512676}",67.74760777777779,742.49,941.1525,100.0,100.0,1,0,8,0.17152777777778283,0.281,27,1930.4740000000002,60,41127,0,0.2812999999999874,742.49
"{'x': 25396.487670898438, 'y': 193.74609375, 'z': -292.982421875, 'heading': 0.3072602152824402, 'pitch': -0.005969091784209013, 'roll': 0.0002813278988469392}",49.2043625072039,7.949232963431397,193.7,41.3,1087.0,24.514,"{'x': -0.0214918554, 'y': 0.00285177235, 'z': -0.363861531}",67.75908000000001,480.13,941.1461,12.0,100.0,1,0,9,0.18300000000000693,0.288,28,1248.338,60,41128,0,0.2876999999999725,480.13
"{'x': 25383.61343383789, 'y': 193.03375244140625, 'z': -288.8150634765625, 'heading': 0.29628124833106995, 'pitch': -0.008423899300396442, 'roll': -0.0010343182366341352}",49.20432507135771,7.949055963603381,193.0,43.9,1166.0,24.514,"{'x': 0.0184219256, 'y': -0.02695644, 'z': -0.850913}",67.77127444444444,745.89,941.1353,100.0,100.0,1,0,9,0.19519444444443934,0.298,29,1939.314,60,41129,0,0.29849999999999,745.89
"{'x': 25369.20327758789, 'y': 192.4868621826172, 'z': -285.1686096191406, 'heading': 0.28579258918762207, 'pitch': -0.003666103817522526, 'roll': -0.0002925218141172081}",49.204292314855216,7.9488578473836835,192.5,47.5,1263.0,24.514,"{'x': -0.008415759, 'y': 0.1647807, 'z': -0.7942282}",67.7844688888889,747.25,941.1185,100.0,100.0,1,0,9,0.20838888888889073,0.315,30,1942.8500000000001,60,41130,0,0.3152999999999792,747.25
"{'x': 25353.519561767578, 'y': 192.0796356201172, 'z': -282.294677734375, 'heading': 0.27452582120895386, 'pitch': -0.0035952976904809475, 'roll': -0.0002990863868035376}",49.20426649800393,7.94864222179051,192.1,50.7,1345.0,24.514,"{'x': -0.002432921, 'y': -0.0503929071, 'z': -0.7268828}",67.79855222222223,749.5699999999999,941.1005,100.0,100.0,1,0,9,0.22247222222222263,0.333,31,1948.8819999999998,60,41131,0,0.3333000000000083,749.5699999999999
"{'x': 25339.16976928711, 'y': 191.71446228027344, 'z': -280.6921691894531, 'heading': 0.26390281319618225, 'pitch': -0.004050984978675842, 'roll': 8.742641512071714e-05}",49.20425210249059,7.948444935474502,191.7,52.9,1076.0,24.514,"{'x': 0.0764978, 'y': 0.120200083, 'z': -0.498884767}",67.81324666666667,486.79,941.0948,12.0,100.0,1,0,9,0.23716666666666697,0.339,32,1265.654,60,41132,0,0.3390000000000555,486.79
"{'x': 25324.266174316406, 'y': 191.3768768310547, 'z': -280.2098388671875, 'heading': 0.24979892373085022, 'pitch': -0.0010315482504665852, 'roll': 0.0009427937329746783}",49.20424776966341,7.948240035274651,191.4,54.3,1118.0,24.514,"{'x': 0.106067106, 'y': -0.1471833, 'z': -0.292310685}",67.82833000000001,751.9300000000001,941.0864,100.0,100.0,1,0,10,0.25225000000000364,0.347,33,1955.0180000000003,60,41133,0,0.3473999999999932,751.9300000000001
"{'x': 25306.773834228516, 'y': 191.49176025390625, 'z': -281.9244689941406, 'heading': 0.2247314602136612, 'pitch': 0.0018812617054209113, 'roll': 0.0018029422499239445}",49.204263172377445,7.947999544038348,191.5,55.6,1143.0,24.514,"{'x': -0.06238892, 'y': -0.237666681, 'z': -0.214562073}",67.84377444444445,753.56,941.0708,100.0,100.0,1,0,10,0.26769444444444446,0.363,34,1959.2559999999999,60,41134,0,0.3630000000000564,753.56
"{'x': 25289.388381958008, 'y': 191.6744384765625, 'z': -286.2627258300781, 'heading': 0.203914076089859, 'pitch': 0.0005464910063892603, 'roll': 0.0013442570343613625}",49.204302143423405,7.947760522335751,191.7,56.6,1165.0,24.514,"{'x': 0.008490469, 'y': 0.302185535, 'z': -0.429450572}",67.85949666666667,755.1600000000001,941.0549,100.0,100.0,1,0,10,0.28341666666666754,0.379,35,1963.4160000000002,60,41135,0,0.3789000000000442,755.1600000000001
"{'x': 25272.253677368164, 'y': 191.91236877441406, 'z': -292.7379455566406, 'heading': 0.18570657074451447, 'pitch': 0.0036950942594558, 'roll': 0.0012341771507635713}",49.20436031104581,7.947524948006086,191.9,57.8,1190.0,24.514,"{'x': -0.158833027, 'y': 0.0247648116, 'z': -0.226029441}",67.87555222222223,756.28,941.0389,100.0,100.0,1,0,10,0.2994722222222208,0.395,36,1966.328,60,41136,0,0.3949000000000069,756.28
"{'x': 25255.210357666016, 'y': 192.42539978027344, 'z': -300.86248779296875, 'heading': 0.17448320984840393, 'pitch': 0.005481150466948748, 'roll': 0.0010265774326398969}",49.20443329471664,7.947290630070047,192.4,58.5,1203.0,24.514,"{'x': -0.06930332, 'y': -0.2394717, 'z': -0.0969692543}",67.89180222222222,757.85,941.0223,100.0,100.0,1,0,10,0.31572222222222024,0.412,37,1970.41,60,41137,0,0.4115000000000464,757.85
"{'x': 25238.786026000977, 'y': 193.00186157226562, 'z': -309.9338073730469, 'heading': 0.16590183973312378, 'pitch': 0.00509251281619072, 'roll': 0.0005165520124137402}",49.20451478339415,7.947064822213139,193.0,58.9,1212.0,24.514,"{'x': -0.0608220175, 'y': 0.0243638344, 'z': -0.135091051}",67.90816333333333,759.39,941.0057,100.0,100.0,1,0,10,0.33208333333332973,0.428,38,1974.414,0,41138,0,0.4280999999999721,759.39
"{'x': 25222.757553100586, 'y': 193.59152221679688, 'z': -319.96820068359375, 'heading': 0.15908722579479218, 'pitch': 0.005105300806462765, 'roll': -0.0002716138551477343}",49.2046049234706,7.946844456770637,193.6,59.4,1221.0,24.514,"{'x': -0.08823037, 'y': 0.0544617474, 'z': -0.08804253}",67.92466333333334,760.94,940.9891,100.0,100.0,1,0,10,0.34858333333333746,0.445,39,1978.4440000000002,0,41139,0,0.4447000000000116,760.94
"{'x': 25206.489379882812, 'y': 194.1710662841797, 'z': -330.41815185546875, 'heading': 0.15919560194015503, 'pitch': 0.005120858084410429, 'roll': -4.667295797844417e-06}",49.20469879654976,7.946620795838488,194.2,59.9,1231.0,24.514,"{'x': 0.00252292259, 'y': -0.0679699853, 'z': -0.07816592}",67.94130222222223,762.49,940.9722,100.0,100.0,1,0,10,0.3652222222222292,0.462,40,1982.4740000000002,60,41140,0,0.4615999999999758,762.49
"{'x': 25192.431632995605, 'y': 194.6582489013672, 'z': -339.4305419921875, 'heading': 0.15928326547145844, 'pitch': 0.005056275054812431, 'roll': -0.0007041165954433382}",49.20477975585749,7.946427524674564,194.7,60.3,1239.0,24.514,"{'x': 0.0311821476, 'y': -0.0735434741, 'z': -0.115692571}",67.95805222222222,764.03,940.9575,100.0,100.0,1,0,10,0.38197222222221683,0.476,41,1986.478,60,41141,0,0.4763000000000374,764.03
"{'x': 25176.147430419922, 'y': 195.25799560546875, 'z': -349.8888244628906, 'heading': 0.1584560126066208, 'pitch': 0.00522961001843214, 'roll': -0.0006080385646782815}",49.20487370377764,7.946203643364805,195.3,60.7,1249.0,24.514,"{'x': 0.27235046, 'y': -0.102983579, 'z': -0.0302818436}",67.97491333333333,765.5699999999999,940.9406,100.0,100.0,1,0,10,0.3988333333333287,0.493,42,1990.482,60,41142,0,0.4932000000000016,765.5699999999999
"{'x': 25160.216789245605, 'y': 195.9191131591797, 'z': -361.0944519042969, 'heading': 0.1478285789489746, 'pitch': 0.005464530549943447, 'roll': 0.0005576849216595292}",49.204974365181165,7.945984622949477,195.9,61.1,1255.0,24.514,"{'x': 0.163886964, 'y': -0.03529106, 'z': -0.06327649}",67.99188555555556,767.11,940.9236,100.0,100.0,1,0,10,0.41580555555555065,0.51,43,1994.486,60,41143,0,0.5102000000000544,767.11
"{'x': 25145.389400482178, 'y': 196.4490509033203, 'z': -373.8759460449219, 'heading': 0.1292736828327179, 'pitch': 0.004004312213510275, 'roll': 0.0008529767510481179}",49.20508918277136,7.945780770461076,196.4,61.5,1265.0,24.514,"{'x': -0.0134335263, 'y': -0.0433425568, 'z': -0.129597679}",68.00896888888889,768.65,940.9064,100.0,100.0,1,0,10,0.43288888888888266,0.527,44,1998.49,60,41144,0,0.5274000000000569,768.65
"{'x': 25131.74741744995, 'y': 196.88282775878906, 'z': -388.5945129394531, 'heading': 0.11275305598974228, 'pitch': 0.00340871955268085, 'roll': 0.0007417964516207576}",49.20522140130257,7.94559321537419,196.9,62.3,1279.0,24.514,"{'x': -0.0109205637, 'y': 0.006188398, 'z': -0.171381712}",68.02627444444445,767.23,940.8893,99.0,100.0,1,0,10,0.450194444444449,0.544,45,1994.798,60,41145,0,0.5444999999999709,767.23
"{'x': 25119.54719543457, 'y': 197.3525848388672, 'z': -404.4639587402344, 'heading': 0.10056747496128082, 'pitch': 0.004382970277220011, 'roll': -0.00015849832561798394}",49.205363958307615,7.945425482157199,197.4,62.9,1293.0,24.514,"{'x': -0.260666639, 'y': 0.01015553, 'z': -0.158872813}",68.04374666666668,771.79,940.8719,100.0,100.0,1,0,10,0.46766666666667334,0.562,46,2006.654,60,41146,0,0.5619000000000369,771.79
"{'x': 25107.79965019226, 'y': 197.93612670898438, 'z': -421.26025390625, 'heading': 0.09463297575712204, 'pitch': 0.004800180904567242, 'roll': 7.327274943236262e-05}",49.20551484130407,7.945263972509853,197.9,63.4,1303.0,24.514,"{'x': -0.0028221535, 'y': -0.08637272, 'z': -0.09616811}",68.06135777777779,773.3399999999999,940.854,100.0,100.0,1,0,10,0.4852777777777817,0.58,47,2010.684,60,41147,0,0.5797999999999774,773.3399999999999
"{'x': 25097.991528511047, 'y': 198.48135375976562, 'z': -436.3346862792969, 'heading': 0.08991120010614395, 'pitch': 0.005060752388089895, 'roll': 0.00030136312125250697}",49.205650256614646,7.945129126783263,198.5,63.8,1311.0,24.514,"{'x': -0.004200787, 'y': 0.037176922, 'z': -0.149888843}",68.07908,774.88,940.8384,100.0,100.0,1,0,10,0.5030000000000001,0.595,48,2014.688,60,41148,0,0.5954000000000406,774.88
"{'x': 25087.454010009766, 'y': 199.17404174804688, 'z': -453.87628173828125, 'heading': 0.08343799412250519, 'pitch': 0.006197523791342974, 'roll': 0.00010378092702012509}",49.205807834726926,7.944984253036285,199.2,64.2,1318.0,24.514,"{'x': 0.00765862176, 'y': 0.0339904167, 'z': -0.057142213}",68.09691333333333,776.4200000000001,940.8206,100.0,100.0,1,0,10,0.5208333333333286,0.613,49,2018.6920000000002,60,41149,0,0.6132000000000062,776.4200000000001
"{'x': 25077.59783935547, 'y': 200.0791015625, 'z': -471.8677673339844, 'heading': 0.07795188575983047, 'pitch': 0.007864545099437237, 'roll': 8.393543248530477e-05}",49.20596945425258,7.944848746714435,200.1,64.2,1317.0,24.514,"{'x': -0.0114787966, 'y': 0.126183942, 'z': 0.0311982837}",68.11474666666668,777.9200000000001,940.8027,100.0,100.0,1,0,10,0.5386666666666713,0.631,50,2022.5920000000003,60,41150,0,0.6311000000000604,777.9200000000001
"{'x': 25068.312438964844, 'y': 201.00799560546875, 'z': -490.0788879394531, 'heading': 0.07227502763271332, 'pitch': 0.006586465053260326, 'roll': 0.00019151090236846358}",49.20613304678407,7.944721087555724,201.0,63.9,1312.0,24.514,"{'x': 0.002308387, 'y': 0.0110210143, 'z': 0.019341737}",68.13249666666667,779.39,940.7849,100.0,100.0,1,0,10,0.5564166666666637,0.649,51,2026.414,60,41151,0,0.648900000000026,779.39
"{'x': 25059.595184326172, 'y': 201.72360229492188, 'z': -508.87969970703125, 'heading': 0.06760638952255249, 'pitch': 0.005442256573587656, 'roll': -0.000174207758391276}",49.20630193657717,7.944601239477383,201.7,64.0,1315.0,24.514,"{'x': 0.007242169, 'y': -0.07363383, 'z': -0.0440267362}",68.15027444444445,780.9,940.7669,100.0,100.0,1,0,10,0.5741944444444442,0.667,52,2030.34,60,41152,0,0.6669000000000551,780.9
"{'x': 25051.25469970703, 'y': 202.29544067382812, 'z': -527.6401386260986, 'heading': 0.06638948619365692, 'pitch': 0.004324230365455151, 'roll': 4.06016806664411e-06}",49.206470463696455,7.94448657137424,202.3,64.4,1317.0,24.514,"{'x': -0.05947076, 'y': 0.06058524, 'z': -0.07572816}",68.16816333333334,665.44,940.7513,61.0,100.0,1,0,10,0.5920833333333348,0.683,53,1730.1440000000002,60,41153,0,0.6825000000000045,665.44
"{'x': 25042.952087402344, 'y': 202.82342529296875, 'z': -546.4850387573242, 'heading': 0.06566819548606873, 'pitch': 0.004109307192265987, 'roll': 8.913396595744416e-05}",49.20663974954025,7.944372423953845,202.8,64.4,1315.0,24.514,"{'x': -0.00175978988, 'y': -0.008428419, 'z': 0.0478615165}",68.18605222222223,636.94,940.7415,51.0,100.0,1,0,10,0.6099722222222255,0.692,54,1656.044,60,41154,0,0.6923000000000457,636.94
"{'x': 25035.747314453125, 'y': 203.28875732421875, 'z': -563.120922088623, 'heading': 0.06469590216875076, 'pitch': 0.00401880731806159, 'roll': 0.00025260314578190446}",49.20678919153927,7.944273370039667,203.3,64.0,1302.0,24.514,"{'x': -0.0499474965, 'y': 0.133395717, 'z': 0.122411363}",68.20383000000001,560.4,940.7354,25.0,100.0,1,0,10,0.627750000000006,0.698,55,1457.04,60,41155,0,0.6983999999999924,560.4
"{'x': 25027.7333984375, 'y': 203.796875, 'z': -581.7484970092773, 'heading': 0.06471078842878342, 'pitch': 0.0040952293202281, 'roll': -6.993354327278212e-05}",49.206956525126415,7.94416319172387,203.8,63.0,1277.0,24.514,"{'x': -0.0238840077, 'y': -0.0335340872, 'z': 0.328367472}",68.22133000000001,486.8,940.733,0.0,100.0,1,0,10,0.6452500000000043,0.701,56,1265.68,60,41156,0,0.700800000000072,486.8
"{'x': 25019.99151611328, 'y': 204.29922485351562, 'z': -600.0351486206055, 'heading': 0.06204769387841225, 'pitch': 0.003960940521210432, 'roll': 8.564297604607418e-05}",49.20712079616137,7.944056753429045,204.3,61.5,1249.0,24.514,"{'x': 0.0269965976, 'y': -0.0653643757, 'z': 0.383701861}",68.23841333333334,524.15,940.7325,12.0,100.0,1,0,10,0.6623333333333363,0.701,57,1362.79,60,41157,0,0.7013000000000602,524.15
"{'x': 25012.978759765625, 'y': 204.76792907714844, 'z': -618.0994491577148, 'heading': 0.0572664774954319, 'pitch': 0.003574655158445239, 'roll': 0.00020168030459899455}",49.20728306979178,7.943960339430949,204.8,60.0,1221.0,24.514,"{'x': 0.0182631556, 'y': 0.0334640332, 'z': 0.309289336}",68.25508,552.5,940.7294,21.0,100.0,1,0,10,0.679000000000002,0.704,58,1436.5,60,41158,0,0.7043999999999642,552.5
"{'x': 25006.701171875, 'y': 205.19139099121094, 'z': -636.0084762573242, 'heading': 0.0506637804210186, 'pitch': 0.0034881015308201313, 'roll': 0.00031786938779987395}",49.207443948583546,7.943874032803864,205.2,58.9,1200.0,24.514,"{'x': -0.03997227, 'y': -0.0559155, 'z': 0.209687427}",68.27144111111112,568.89,940.725,26.0,100.0,1,0,10,0.6953611111111115,0.709,59,1479.114,60,41159,0,0.7087999999999965,568.89
