placement,lat,lng,altitude,speed,rpm,payload,accelleration,odometer,fuelRate,totalFuel,accelerator,brakePressure,brakeSwitch,parkingSwitch,gear,distanceTraveled,fuelConsumed,travelTime,emission,speedLimit,timestamp,brake,fuelConsumed_noRound
"{'x': 396.6248474121094, 'y': 245.0337677001953, 'z': -6360.865966796875, 'heading': 0.4793414771556854, 'pitch': 0.0006869652424938977, 'roll': -6.272389873629436e-05}",49.258870983173374,7.605525495613577,245.0,13.3,1299,24.514,"{'x': 0.00199386268, 'y': 0.030305868, 'z': -0.465527}",30.1183929,23.4,950.3315,0,929,0.0,0,3,33.72,0.052,22,0.139,50,40162,0,0.052099999999995816
"{'x': 396.10382080078125, 'y': 245.04171752929688, 'z': -6357.009353637695, 'heading': 0.4786584973335266, 'pitch': 0.0005403817631304264, 'roll': -6.978176679695025e-05}",49.25883633878639,7.605518332344782,245.0,14.1,1016,24.514,"{'x': 0.000605384354, 'y': -0.0120729422, 'z': -0.2665263}",30.12227,9.36,950.3289,39,929,0.0,0,5,37.64,0.055,23,0.146,50,40163,0,0.054700000000025284
"{'x': 395.51068115234375, 'y': 245.05101013183594, 'z': -6352.728942871094, 'heading': 0.4781953692436218, 'pitch': 0.0008442113758064806, 'roll': -4.4244447053642944e-05}",49.25879788737814,7.605510177638972,245.1,16.1,1177,24.514,"{'x': -0.009147644, 'y': -0.0221626535, 'z': -0.878346264}",30.1265583,36.72,950.3187,100,929,0.0,0,5,42.11,0.065,24,0.173,50,40164,0,0.06489999999996598
"{'x': 394.8314514160156, 'y': 245.05752563476562, 'z': -6347.770660400391, 'heading': 0.47833409905433655, 'pitch': 0.0008350664866156876, 'roll': 2.01111106434837e-06}",49.25875334657262,7.605500839334422,245.1,20.0,1444,24.514,"{'x': -0.0101432148, 'y': 0.0174696352, 'z': -1.01206124}",30.131506,42.84,950.3068,44,929,0.0,0,5,47.67,0.077,25,0.205,50,40165,0,0.07680000000004839
"{'x': 394.0505676269531, 'y': 245.05413818359375, 'z': -6342.015533447266, 'heading': 0.4786166846752167, 'pitch': 7.2058493969962e-05, 'roll': 7.782621105434373e-05}",49.25870164762406,7.605490103451921,245.1,21.9,977,24.514,"{'x': -0.003803588, 'y': 0.0287617315, 'z': -0.25612855}",30.13729,2.88,950.306,0,929,0.0,0,7,53.75,0.078,26,0.207,50,40166,0,0.07759999999996126
"{'x': 393.2127990722656, 'y': 245.05126953125, 'z': -6335.61262512207, 'heading': 0.47947701811790466, 'pitch': 0.0002995417162310332, 'roll': 0.0002346549299545586}",49.258644129583054,7.60547858549638,245.1,23.3,1040,24.514,"{'x': 0.00300770928, 'y': -0.0147304116, 'z': -0.579259753}",30.1437225,33.12,950.2968,58,929,0.0,0,7,60.22,0.087,27,0.232,50,40167,0,0.08680000000003929
"{'x': 392.3857727050781, 'y': 245.04293823242188, 'z': -6328.912780761719, 'heading': 0.4808051586151123, 'pitch': 9.820293780649081e-05, 'roll': -5.665262142429128e-05}",49.258583944132454,7.605467215228451,245.0,25.0,1115,24.514,"{'x': -0.0106391469, 'y': 0.02255048, 'z': -0.393440276}",30.15045,21.6,950.2908,65,929,0.0,0,7,67.16,0.093,28,0.248,50,40168,0,0.0928000000000111
"{'x': 391.5653076171875, 'y': 245.04588317871094, 'z': -6321.46549987793, 'heading': 0.4829796850681305, 'pitch': 0.0006131612462922931, 'roll': -0.00022478910977952182}",49.25851704437604,7.605455935167445,245.0,27.2,1214,24.514,"{'x': 0.0231977, 'y': 0.0192396976, 'z': -0.741017}",30.1579075,46.8,950.2778,61,929,0.0,0,7,74.72,0.106,29,0.282,50,40169,0,0.10580000000004475
"{'x': 390.78887939453125, 'y': 245.03993225097656, 'z': -6313.618759155273, 'heading': 0.48467180132865906, 'pitch': 8.799559873295948e-05, 'roll': -0.0001247268373845145}",49.25844655622726,7.605445260541739,245.0,29.1,1299,24.514,"{'x': -0.00204185047, 'y': 0.0384582132, 'z': -0.42365402}",30.1657658,25.56,950.2707,75,929,0.0,0,7,82.8,0.113,30,0.301,50,40170,0,0.1128999999999678
"{'x': 390.0351257324219, 'y': 245.02243041992188, 'z': -6305.104583740234, 'heading': 0.4863767921924591, 'pitch': -2.967337604786735e-05, 'roll': -0.00017439748626202345}",49.25837007243805,7.605434897654375,245.0,31.3,1388,24.514,"{'x': -0.00119109743, 'y': 0.00374474656, 'z': -0.6071675}",30.1742821,45.0,950.2582,30,929,0.0,0,7,91.49,0.125,31,0.335,50,40171,0,0.12540000000001328
"{'x': 389.33251953125, 'y': 245.01756286621094, 'z': -6296.086090087891, 'heading': 0.4879828691482544, 'pitch': 0.00016794675320852548, 'roll': -2.409538865322247e-05}",49.258289058301756,7.60542523796144,245.0,32.4,1119,24.514,"{'x': 0.08706561, 'y': -0.042889744, 'z': -0.142610371}",30.1833115,6.12,950.2565,0,929,0.0,0,7,100.49,0.127,32,0.339,50,40172,0,0.1271000000000413
"{'x': 388.6556091308594, 'y': 245.01904296875, 'z': -6286.932312011719, 'heading': 0.4883442521095276, 'pitch': 6.42796658212319e-05, 'roll': 1.711341792542953e-05}",49.25820682889036,7.605415931543988,245.0,32.6,1117,24.514,"{'x': 0.00449139066, 'y': -0.0547087528, 'z': -0.03272553}",30.1924858,10.08,950.2537,22,929,0.0,0,8,109.55,0.13,33,0.347,50,40173,0,0.12990000000002055
"{'x': 387.981689453125, 'y': 245.01150512695312, 'z': -6277.8900146484375, 'heading': 0.4876628518104553, 'pitch': 0.00012935619452036917, 'roll': 2.4968134312075563e-05}",49.25812560092267,7.605406666244112,245.0,32.7,1122,24.514,"{'x': 0.013098821, 'y': -0.06669065, 'z': -0.0398268737}",30.20155,12.24,950.2503,22,929,0.0,0,8,118.63,0.133,34,0.356,50,40174,0,0.1332999999999629
"{'x': 386.90655517578125, 'y': 245.01524353027344, 'z': -6268.696960449219, 'heading': 0.4779868721961975, 'pitch': 5.04675062984461e-06, 'roll': 0.00033589350641705096}",49.25804301868948,7.605391884895805,245.0,32.8,1127,24.514,"{'x': 0.221779451, 'y': -0.0190483369, 'z': -0.0253151879}",30.210804,12.6,950.2468,22,929,0.0,0,8,127.74,0.137,35,0.365,60,40175,0,0.13679999999999382
"{'x': 384.949951171875, 'y': 245.00909423828125, 'z': -6259.923210144043, 'heading': 0.4602693021297455, 'pitch': -3.225366981496336e-06, 'roll': 0.0002965060994029045}",49.25796420311002,7.605364984771893,245.0,33.0,1131,24.514,"{'x': -0.120104171, 'y': -0.008826657, 'z': -0.03525478}",30.2197914,11.88,950.2435,22,929,0.0,0,8,136.91,0.14,36,0.374,60,40176,0,0.14009999999996126
"{'x': 382.0452880859375, 'y': 245.00201416015625, 'z': -6251.0637130737305, 'heading': 0.44604381918907166, 'pitch': -0.00012552370026241988, 'roll': 0.00013246771413832903}",49.25788461725779,7.605325050377006,245.0,33.0,1133,24.514,"{'x': 0.0588184148, 'y': 0.0460806265, 'z': 0.00127050513}",30.2291126,12.24,950.2401,22,929,0.0,0,8,146.08,0.144,37,0.383,60,40177,0,0.14350000000001728
"{'x': 378.416015625, 'y': 244.99935913085938, 'z': -6242.617874145508, 'heading': 0.4314284324645996, 'pitch': 2.200838571297936e-05, 'roll': 0.00032063943217508495}",49.25780874734287,7.605275153781317,245.0,33.1,1137,24.514,"{'x': -0.06435932, 'y': 0.006828491, 'z': -0.0221736543}",30.2383041,12.6,950.2366,22,929,0.0,0,8,155.27,0.147,38,0.392,60,40178,0,0.1470000000000482
"{'x': 373.9819030761719, 'y': 245.0047149658203, 'z': -6234.3642654418945, 'heading': 0.41792798042297363, 'pitch': -3.111530531896278e-05, 'roll': 0.0003922425676137209}",49.25773460425355,7.605214191942969,245.0,33.2,1140,24.514,"{'x': -0.09476025, 'y': -0.0197266228, 'z': -0.015552978}",30.2476711,12.24,950.2332,25,929,0.0,0,8,164.49,0.15,39,0.402,60,40179,0,0.15039999999999054
"{'x': 368.8646240234375, 'y': 245.06387329101562, 'z': -6226.419151306152, 'heading': 0.40594807267189026, 'pitch': 1.7303145796176977e-05, 'roll': 0.007874676957726479}",49.2576632324054,7.605143837675918,245.1,34.0,1179,24.514,"{'x': -0.128499582, 'y': -0.1945561, 'z': -0.656682253}",30.2571087,44.28,950.2209,100,927,0.0,0,8,173.93,0.163,40,0.434,60,40180,0,0.16269999999997253
"{'x': 363.187255859375, 'y': 245.01467895507812, 'z': -6218.297744750977, 'heading': 0.40248242020606995, 'pitch': 0.0002878924715332687, 'roll': -0.00011395031469874084}",49.257590276902754,7.605065783094206,245.0,36.2,1247,24.514,"{'x': 0.24511829, 'y': -1.25926757, 'z': -0.7781778}",30.2669849,52.56,950.2063,100,926,0.0,0,8,183.99,0.177,41,0.473,60,40181,1,0.1772999999999456
"{'x': 357.287353515625, 'y': 245.0133819580078, 'z': -6209.660171508789, 'heading': 0.40603387355804443, 'pitch': 0.0004465805250220001, 'roll': -0.0003843119484372437}",49.25751268461707,7.604984669029331,245.0,37.6,1291,24.514,"{'x': -0.190688789, 'y': 0.0105706714, 'z': -0.249616981}",30.277422,28.44,950.1984,28,926,0.0,0,8,194.43,0.185,42,0.494,60,40182,0,0.1852000000000089
"{'x': 351.86944580078125, 'y': 245.0634002685547, 'z': -6200.852199554443, 'heading': 0.4155309200286865, 'pitch': 0.0010123858228325844, 'roll': -0.0003451522206887603}",49.257433561620715,7.604910181606952,245.1,38.0,1303,24.514,"{'x': 0.07023651, 'y': -0.000206608442, 'z': -0.0614914559}",30.287756,15.12,950.1942,27,926,0.0,0,8,204.99,0.189,43,0.506,60,40183,0,0.1893999999999778
"{'x': 346.9620056152344, 'y': 245.13441467285156, 'z': -6191.503269195557, 'heading': 0.42618685960769653, 'pitch': 0.0011625740444287658, 'roll': -0.0005422031390480697}",49.257349579134555,7.6048427122831574,245.1,38.0,1303,24.514,"{'x': 0.005374981, 'y': 0.0316602066, 'z': 0.0103974771}",30.2983112,15.48,950.1899,27,926,0.0,0,8,215.55,0.194,44,0.517,60,40184,0,0.1937000000000353
"{'x': 342.63275146484375, 'y': 245.22987365722656, 'z': -6181.703510284424, 'heading': 0.4372084438800812, 'pitch': 0.0017816168256103992, 'roll': -0.0003613549342844635}",49.25726154680513,7.604783192077304,245.2,37.8,1298,24.514,"{'x': 0.00183565845, 'y': -0.002409874, 'z': 0.06541141}",30.309021,15.84,950.1855,27,926,0.0,0,8,226.05,0.198,45,0.529,60,40185,0,0.19809999999995398
"{'x': 339.0074768066406, 'y': 245.3696746826172, 'z': -6171.687797546387, 'heading': 0.447776734828949, 'pitch': 0.002396561438217759, 'roll': -0.0005812111194245517}",49.257171574538354,7.604733350444904,245.4,37.6,1288,24.514,"{'x': 0.0628702343, 'y': 0.00768359, 'z': 0.09185977}",30.3196716,15.48,950.1812,27,926,0.0,0,8,236.49,0.202,46,0.54,60,40186,0,0.20240000000001146
"{'x': 336.0270690917969, 'y': 245.53839111328125, 'z': -6161.747074127197, 'heading': 0.45592036843299866, 'pitch': 0.00261539313942194, 'roll': -0.00036810923484154046}",49.257082275909006,7.604692374684517,245.5,37.2,1275,24.514,"{'x': 0.104113564, 'y': -0.014972955, 'z': 0.110279754}",30.3300476,15.48,950.1769,27,926,0.0,0,8,246.82,0.207,47,0.552,60,40187,0,0.20669999999995525
"{'x': 333.2913513183594, 'y': 245.72422790527344, 'z': -6151.511115074158, 'heading': 0.4592558741569519, 'pitch': 0.0027400061953812838, 'roll': -0.000390155561035499}",49.25699032514496,7.604654763012997,245.7,36.7,1258,24.514,"{'x': 0.0306697637, 'y': 0.0457968, 'z': 0.115893342}",30.340641,15.84,950.1725,27,926,0.0,0,8,257.01,0.211,48,0.564,60,40188,0,0.21109999999998763
"{'x': 330.8712463378906, 'y': 245.91162109375, 'z': -6141.679718017578, 'heading': 0.4627043902873993, 'pitch': 0.003198387799784541, 'roll': -0.0002905486326199025}",49.256902008606545,7.6046214905042415,245.9,36.2,1243,24.514,"{'x': -0.000391963171, 'y': -0.02422059, 'z': 0.125661254}",30.3507633,15.12,950.1683,27,926,0.0,0,8,267.07,0.215,49,0.575,60,40189,0,0.21529999999995653
"{'x': 328.611572265625, 'y': 246.11427307128906, 'z': -6131.60546875, 'heading': 0.4657302796840668, 'pitch': 0.0030232693534344435, 'roll': -0.00025044026551768184}",49.25681151049958,7.604590423659637,246.1,35.7,1226,24.514,"{'x': -0.0677102953, 'y': -0.03017157, 'z': 0.136476323}",30.3610878,15.48,950.164,27,926,0.0,0,8,276.99,0.22,50,0.586,60,40190,0,0.219600000000014
"{'x': 326.64593505859375, 'y': 246.2952117919922, 'z': -6121.940856933594, 'heading': 0.46892696619033813, 'pitch': 0.0030815915670245886, 'roll': -0.0001175930883619003}",49.25672469221161,7.60456339934387,246.3,35.3,1211,24.514,"{'x': -0.00720255636, 'y': 0.008009866, 'z': 0.113844693}",30.3709469,15.84,950.1596,30,926,0.0,0,8,286.8,0.224,51,0.598,60,40191,0,0.22400000000004638
"{'x': 324.79486083984375, 'y': 246.49684143066406, 'z': -6112.035400390625, 'heading': 0.47120606899261475, 'pitch': 0.0034123624209314585, 'roll': 0.00011387442646082491}",49.25663571038855,7.604537950082929,246.5,35.0,1205,24.514,"{'x': -1.04811043e-05, 'y': -0.05457537, 'z': 0.0590653569}",30.38102,22.68,950.1533,59,926,0.0,0,8,296.52,0.23,52,0.615,60,40192,0,0.23030000000005657
"{'x': 323.1506042480469, 'y': 246.68601989746094, 'z': -6102.575714111328, 'heading': 0.47311174869537354, 'pitch': 0.0033870527986437082, 'roll': -4.007044117315672e-05}",49.256550732969586,7.604515344228105,246.7,35.4,1229,24.514,"{'x': 0.0130192908, 'y': 0.0003485419, 'z': -0.288385481}",30.3906059,43.92,950.1411,100,926,0.0,0,8,306.35,0.242,53,0.647,60,40193,0,0.24249999999994998
"{'x': 321.49371337890625, 'y': 246.8990020751953, 'z': -6092.645782470703, 'heading': 0.4738885164260864, 'pitch': 0.00406874343752861, 'roll': -0.00011747924872906879}",49.25646153128399,7.604492564672509,246.9,36.9,1280,24.514,"{'x': 0.00649814261, 'y': 0.0400501974, 'z': -0.4486493}",30.40064,53.64,950.1262,100,926,0.0,0,8,316.6,0.257,54,0.687,60,40194,0,0.25739999999996144
"{'x': 319.8445129394531, 'y': 247.1243133544922, 'z': -6082.432769775391, 'heading': 0.4747694730758667, 'pitch': 0.0038068057037889957, 'roll': -0.00015827066090423614}",49.25636978664964,7.604469890847818,247.1,38.6,1337,24.514,"{'x': 0.0142498994, 'y': 0.0265934579, 'z': -0.497792125}",30.4109554,53.64,950.1113,93,926,0.0,0,8,327.32,0.272,55,0.727,60,40195,0,0.2722999999999729
"{'x': 318.12786865234375, 'y': 247.3534698486328, 'z': -6071.3887939453125, 'heading': 0.47594475746154785, 'pitch': 0.0035613742657005787, 'roll': -0.00019545723625924438}",49.256270577380604,7.604446289779874,247.4,40.3,1394,24.514,"{'x': -0.132255852, 'y': 0.07715161, 'z': -0.45568186}",30.4221,54.36,950.0962,93,926,0.0,0,8,338.51,0.287,56,0.767,60,40196,0,0.28740000000004784
"{'x': 316.53167724609375, 'y': 247.59033203125, 'z': -6059.97705078125, 'heading': 0.47863632440567017, 'pitch': 0.003526767948642373, 'roll': -0.00036514949169941247}",49.2561680644165,7.6044243447432045,247.6,40.9,1076,24.514,"{'x': 0.0170714986, 'y': -0.0156040406, 'z': 0.02071464}",30.4336071,5.04,950.0948,11,926,0.0,0,9,349.87,0.289,57,0.771,60,40197,0,0.28880000000003747
"{'x': 315.0649108886719, 'y': 247.8354034423828, 'z': -6048.711730957031, 'heading': 0.4796079993247986, 'pitch': 0.0037105761002749205, 'roll': -3.870440195896663e-06}",49.25606686678962,7.6044041790905315,247.8,41.0,1090,24.514,"{'x': -0.00642668642, 'y': 0.00342029775, 'z': -0.149683222}",30.4449558,39.24,950.0839,92,926,0.0,0,9,361.26,0.3,58,0.8,60,40198,0,0.29970000000002983
"{'x': 313.6121826171875, 'y': 248.08799743652344, 'z': -6037.086822509766, 'heading': 0.48048558831214905, 'pitch': 0.00373152201063931, 'roll': -0.00014297862071543932}",49.25596243893796,7.6043842064387155,248.1,41.9,1113,24.514,"{'x': 0.000209606253, 'y': -0.000384657644, 'z': -0.275178522}",30.45665,45.0,950.0714,93,926,0.0,0,9,372.9,0.312,59,0.834,60,40199,0,0.3121999999999616
"{'x': 312.1901550292969, 'y': 248.34361267089844, 'z': -6025.1815185546875, 'heading': 0.4813748896121979, 'pitch': 0.003541642567142844, 'roll': -4.511719089350663e-05}",49.25585549226211,7.604364655871384,248.3,42.9,1136,24.514,"{'x': -0.0103867082, 'y': 0.03366698, 'z': -0.247345313}",30.4686184,40.68,950.0601,69,926,0.0,0,9,384.82,0.323,60,0.864,60,40200,0,0.32349999999996726
"{'x': 310.8395690917969, 'y': 248.60142517089844, 'z': -6013.034088134766, 'heading': 0.48308923840522766, 'pitch': 0.0036055429372936487, 'roll': 1.6923690054682083e-05}",49.255746370537175,7.604346087510592,248.6,43.5,1152,24.514,"{'x': -0.0026588412, 'y': -0.00193693279, 'z': -0.146249935}",30.4808216,33.12,950.0509,65,926,0.0,0,9,396.9,0.333,61,0.888,60,40201,0,0.3327000000000453
"{'x': 309.7085266113281, 'y': 248.84852600097656, 'z': -6001.336761474609, 'heading': 0.4853823184967041, 'pitch': 0.003370925784111023, 'roll': -4.936708864988759e-05}",49.25564129214461,7.6043305375153905,248.8,43.9,1156,24.514,"{'x': 0.006175346, 'y': 0.0194735, 'z': -0.04879961}",30.4925613,24.12,950.0442,34,926,0.0,0,9,409.09,0.339,62,0.906,60,40202,0,0.33939999999995507
"{'x': 308.69793701171875, 'y': 249.09967041015625, 'z': -5988.9952392578125, 'heading': 0.4877904951572418, 'pitch': 0.00324802054092288, 'roll': 3.5972327168565243e-05}",49.255530426871374,7.604316643551462,249.1,43.8,1158,24.514,"{'x': -0.008694932, 'y': 0.03859019, 'z': 0.007976805}",30.5049381,23.4,950.0377,63,926,0.0,0,9,421.26,0.346,63,0.924,60,40203,0,0.34590000000002874
"{'x': 307.8744201660156, 'y': 249.36026000976562, 'z': -5976.627471923828, 'heading': 0.49019500613212585, 'pitch': 0.003548283129930496, 'roll': -0.00028948616818524897}",49.25541932583531,7.604305321533747,249.4,44.0,1169,24.514,"{'x': -0.003650287, 'y': 0.0296136457, 'z': -0.148590341}",30.51732,41.04,950.0263,95,926,0.0,0,9,433.48,0.357,64,0.954,60,40204,0,0.3573000000000093
